tahun,provinsi,kabupaten,kecamatan,kelurahan ,kewarganegaraan,jenis_kelamin,jumlah
2017,DKI Jakarta,JAKARTA TIMUR,DUREN SAWIT,MALAKA JAYA,WNI,Laki-laki,17793
2017,DKI Jakarta,JAKARTA TIMUR,DUREN SAWIT,PONDOK KOPI,WNI,Laki-laki,20129
2017,DKI Jakarta,JAKARTA TIMUR,MAKASAR,MAKASAR,WNI,Laki-laki,19943
2017,DKI Jakarta,JAKARTA TIMUR,MAKASAR,PINANG RANTI,WNI,Laki-laki,15149
2017,DKI Jakarta,JAKARTA TIMUR,MAKASAR,KEBON PALA,WNI,Laki-laki,27443
2017,DKI Jakarta,JAKARTA TIMUR,MAKASAR,HALIM PERDANA KUSUMAH,WNI,Laki-laki,17237
2017,DKI Jakarta,JAKARTA TIMUR,MAKASAR,CIPINANG MELAYU,WNI,Laki-laki,24790
2017,DKI Jakarta,JAKARTA TIMUR,CIRACAS,CIRACAS,WNI,Laki-laki,36866
2017,DKI Jakarta,JAKARTA TIMUR,CIRACAS,CIBUBUR,WNI,Laki-laki,37323
2017,DKI Jakarta,JAKARTA TIMUR,CIRACAS,KELAPA DUA WETAN,WNI,Laki-laki,25429
2017,DKI Jakarta,JAKARTA TIMUR,CIRACAS,SUSUKAN,WNI,Laki-laki,21876
2017,DKI Jakarta,JAKARTA TIMUR,CIRACAS,RAMBUTAN,WNI,Laki-laki,21403
2017,DKI Jakarta,JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,WNI,Laki-laki,15052
2017,DKI Jakarta,JAKARTA TIMUR,CIPAYUNG,CILANGKAP,WNI,Laki-laki,15031
2017,DKI Jakarta,JAKARTA TIMUR,CIPAYUNG,PONDOK RANGGON,WNI,Laki-laki,13730
2017,DKI Jakarta,JAKARTA TIMUR,CIPAYUNG,MUNJUL,WNI,Laki-laki,13260
2017,DKI Jakarta,JAKARTA TIMUR,CIPAYUNG,SETU,WNI,Laki-laki,11074
2017,DKI Jakarta,JAKARTA TIMUR,CIPAYUNG,BAMBU APUS,WNI,Laki-laki,14614
2017,DKI Jakarta,JAKARTA TIMUR,CIPAYUNG,LUBANG BUAYA,WNI,Laki-laki,36079
2017,DKI Jakarta,JAKARTA TIMUR,CIPAYUNG,CEGER,WNI,Laki-laki,10824
2017,DKI Jakarta,KAB.ADM.KEP.SERIBU,KEP. SERIBU UTR,P. PANGGANG,WNI,Perempuan,3317
2017,DKI Jakarta,KAB.ADM.KEP.SERIBU,KEP. SERIBU UTR,P. KELAPA,WNI,Perempuan,3466
2017,DKI Jakarta,KAB.ADM.KEP.SERIBU,KEP. SERIBU UTR,P. HARAPAN,WNI,Perempuan,1253
2017,DKI Jakarta,KAB.ADM.KEP.SERIBU,KEP. SERIBU SLT,P. UNTUNG JAWA,WNI,Perempuan,1165
2017,DKI Jakarta,KAB.ADM.KEP.SERIBU,KEP. SERIBU SLT,P. TIDUNG,WNI,Perempuan,2828
2017,DKI Jakarta,KAB.ADM.KEP.SERIBU,KEP. SERIBU SLT,P. PARI,WNI,Perempuan,1660
2017,DKI Jakarta,JAKARTA PUSAT,GAMBIR,GAMBIR,WNI,Perempuan,1558
2017,DKI Jakarta,JAKARTA PUSAT,GAMBIR,CIDENG,WNI,Perempuan,9922
2017,DKI Jakarta,JAKARTA PUSAT,GAMBIR,PETOJO UTARA,WNI,Perempuan,10915
2017,DKI Jakarta,JAKARTA PUSAT,GAMBIR,PETOJO SELATAN,WNI,Perempuan,8836
2017,DKI Jakarta,JAKARTA PUSAT,GAMBIR,KEBON KELAPA,WNI,Perempuan,6476
2017,DKI Jakarta,JAKARTA PUSAT,GAMBIR,DURI PULO,WNI,Perempuan,12440
2017,DKI Jakarta,JAKARTA PUSAT,SAWAH BESAR,PASAR BARU,WNI,Perempuan,8063
2017,DKI Jakarta,JAKARTA PUSAT,SAWAH BESAR,KARANG ANYAR,WNI,Perempuan,16539
2017,DKI Jakarta,JAKARTA PUSAT,SAWAH BESAR,KARTINI,WNI,Perempuan,14508
2017,DKI Jakarta,JAKARTA PUSAT,SAWAH BESAR,GUNUNG SAHARI UTARA,WNI,Perempuan,10446
2017,DKI Jakarta,JAKARTA PUSAT,SAWAH BESAR,MANGGA DUA SELATAN,WNI,Perempuan,17737
2017,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,KEMAYORAN,WNI,Perempuan,12858
2017,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,KEBON KOSONG,WNI,Perempuan,17884
2017,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,WNI,Perempuan,14088
2017,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SERDANG,WNI,Perempuan,18473
2017,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,WNI,Perempuan,12012
2017,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,WNI,Perempuan,20315
2017,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,WNI,Perempuan,14079
2017,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,UTAN PANJANG,WNI,Perempuan,17926
2017,DKI Jakarta,JAKARTA PUSAT,SENEN,SENEN,WNI,Perempuan,4222
2017,DKI Jakarta,JAKARTA PUSAT,SENEN,KENARI,WNI,Perempuan,5658
2017,DKI Jakarta,JAKARTA PUSAT,SENEN,PASEBAN,WNI,Perempuan,14449
2017,DKI Jakarta,JAKARTA PUSAT,SENEN,KRAMAT,WNI,Perempuan,17708
2017,DKI Jakarta,JAKARTA PUSAT,SENEN,KWITANG,WNI,Perempuan,9583
2017,DKI Jakarta,JAKARTA PUSAT,SENEN,BUNGUR,WNI,Perempuan,11386
2017,DKI Jakarta,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH TIMUR,WNI,Perempuan,14698
2017,DKI Jakarta,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH BARAT,WNI,Perempuan,21463
2017,DKI Jakarta,JAKARTA PUSAT,CEMPAKA PUTIH,RAWASARI,WNI,Perempuan,13290
2017,DKI Jakarta,JAKARTA PUSAT,MENTENG,MENTENG,WNI,Perempuan,15799
2017,DKI Jakarta,JAKARTA PUSAT,MENTENG,PEGANGSAAN,WNI,Perempuan,14289
2017,DKI Jakarta,JAKARTA PUSAT,MENTENG,CIKINI,WNI,Perempuan,5126
2017,DKI Jakarta,JAKARTA PUSAT,MENTENG,GONDANGDIA,WNI,Perempuan,2671
2017,DKI Jakarta,JAKARTA PUSAT,MENTENG,KEBON SIRIH,WNI,Perempuan,7751
2017,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,GELORA,WNI,Perempuan,2055
2017,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,BENDUNGAN HILIR,WNI,Perempuan,13438
2017,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,KARET TENGSIN,WNI,Perempuan,11488
2017,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,PETAMBURAN,WNI,Perempuan,20545
2017,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,KEBON MELATI,WNI,Perempuan,19919
2017,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,KEBON KACANG,WNI,Perempuan,13162
2017,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,KAMPUNG BALI,WNI,Perempuan,7409
2017,DKI Jakarta,JAKARTA PUSAT,JOHAR BARU,JOHAR BARU,WNI,Perempuan,22768
2017,DKI Jakarta,JAKARTA PUSAT,JOHAR BARU,KAMPUNG RAWA,WNI,Perempuan,13231
2017,DKI Jakarta,JAKARTA PUSAT,JOHAR BARU,GALUR,WNI,Perempuan,11057
2017,DKI Jakarta,JAKARTA PUSAT,JOHAR BARU,TANAH TINGGI,WNI,Perempuan,23107
2017,DKI Jakarta,JAKARTA UTARA,PENJARINGAN,PENJARINGAN,WNI,Perempuan,50438
2017,DKI Jakarta,JAKARTA UTARA,PENJARINGAN,KAMAL MUARA,WNI,Perempuan,6713
2017,DKI Jakarta,JAKARTA UTARA,PENJARINGAN,KAPUK MUARA,WNI,Perempuan,19087
2017,DKI Jakarta,JAKARTA UTARA,PENJARINGAN,PEJAGALAN,WNI,Perempuan,43698
2017,DKI Jakarta,JAKARTA UTARA,PENJARINGAN,PLUIT,WNI,Perempuan,26553
2017,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,TANJUNG PRIOK,WNI,Perempuan,20867
2017,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,SUNTER JAYA,WNI,Perempuan,35987
2017,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,PAPANGGO,WNI,Perempuan,22903
2017,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,SUNGAI BAMBU,WNI,Perempuan,17540
2017,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,KEBON BAWANG,WNI,Perempuan,29982
2017,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,WNI,Perempuan,41748
2017,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,WNI,Perempuan,26375
2017,DKI Jakarta,JAKARTA UTARA,KOJA,KOJA,WNI,Perempuan,16586
2017,DKI Jakarta,JAKARTA UTARA,KOJA,TUGU UTARA,WNI,Perempuan,40303
2017,DKI Jakarta,JAKARTA UTARA,KOJA,LAGOA,WNI,Perempuan,35115
2017,DKI Jakarta,JAKARTA UTARA,KOJA,RAWA BADAK UTARA,WNI,Perempuan,20324
2017,DKI Jakarta,JAKARTA UTARA,KOJA,TUGU SELATAN,WNI,Perempuan,22163
2017,DKI Jakarta,JAKARTA UTARA,KOJA,RAWA BADAK SELATAN,WNI,Perempuan,24467
2017,DKI Jakarta,JAKARTA UTARA,CILINCING,CILINCING,WNI,Perempuan,25938
2017,DKI Jakarta,JAKARTA UTARA,CILINCING,SUKAPURA,WNI,Perempuan,32763
2017,DKI Jakarta,JAKARTA UTARA,CILINCING,MARUNDA,WNI,Perempuan,15464
2017,DKI Jakarta,JAKARTA UTARA,CILINCING,KALI BARU,WNI,Perempuan,41347
2017,DKI Jakarta,JAKARTA UTARA,CILINCING,SEMPER TIMUR,WNI,Perempuan,20792
2017,DKI Jakarta,JAKARTA UTARA,CILINCING,ROROTAN,WNI,Perempuan,22500
2017,DKI Jakarta,JAKARTA UTARA,CILINCING,SEMPER BARAT,WNI,Perempuan,40389
2017,DKI Jakarta,JAKARTA UTARA,PADEMANGAN,PADEMANGAN TIMUR,WNI,Perempuan,21323
2017,DKI Jakarta,JAKARTA UTARA,PADEMANGAN,PADEMANGAN BARAT,WNI,Perempuan,43496
2017,DKI Jakarta,JAKARTA UTARA,PADEMANGAN,ANCOL,WNI,Perempuan,13777
2017,DKI Jakarta,JAKARTA UTARA,KELAPA GADING,KELAPA GADING TIMUR,WNI,Perempuan,20328
2017,DKI Jakarta,JAKARTA UTARA,KELAPA GADING,PEGANGSAAN DUA,WNI,Perempuan,28270
2017,DKI Jakarta,JAKARTA UTARA,KELAPA GADING,KELAPA GADING BARAT,WNI,Perempuan,20573
2017,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,WNI,Perempuan,36847
2017,DKI Jakarta,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,WNI,Perempuan,42626
2017,DKI Jakarta,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,WNI,Perempuan,34636
2017,DKI Jakarta,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,WNI,Perempuan,17956
2017,DKI Jakarta,JAKARTA BARAT,CENGKARENG,KAPUK,WNI,Perempuan,75109
2017,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,WNI,Perempuan,44686
2017,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,WNI,Perempuan,9820
2017,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,WNI,Perempuan,10014
2017,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,WNI,Perempuan,16846
2017,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,WNI,Perempuan,17304
2017,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN SELATAN,WNI,Perempuan,14112
2017,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR BARU,WNI,Perempuan,21705
2017,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,WIJAYA KUSUMA,WNI,Perempuan,21794
2017,DKI Jakarta,JAKARTA BARAT,TAMAN SARI,TAMAN SARI,WNI,Perempuan,8504
2017,DKI Jakarta,JAKARTA BARAT,TAMAN SARI,KRUKUT,WNI,Perempuan,11108
2017,DKI Jakarta,JAKARTA BARAT,TAMAN SARI,MAPHAR,WNI,Perempuan,9513
2017,DKI Jakarta,JAKARTA BARAT,TAMAN SARI,TANGKI,WNI,Perempuan,7732
2017,DKI Jakarta,JAKARTA BARAT,TAMAN SARI,MANGGA BESAR,WNI,Perempuan,4521
2017,DKI Jakarta,JAKARTA BARAT,TAMAN SARI,KEAGUNGAN,WNI,Perempuan,9923
2017,DKI Jakarta,JAKARTA BARAT,TAMAN SARI,GLODOK,WNI,Perempuan,4499
2017,DKI Jakarta,JAKARTA BARAT,TAMAN SARI,PINANGSIA,WNI,Perempuan,6148
2017,DKI Jakarta,JAKARTA BARAT,TAMBORA,TAMBORA,WNI,Perempuan,6061
2017,DKI Jakarta,JAKARTA BARAT,TAMBORA,KALI ANYAR,WNI,Perempuan,13748
2017,DKI Jakarta,JAKARTA BARAT,TAMBORA,DURI UTARA,WNI,Perempuan,11455
2017,DKI Jakarta,JAKARTA BARAT,TAMBORA,TANAH SEREAL,WNI,Perempuan,15138
2017,DKI Jakarta,JAKARTA BARAT,TAMBORA,KERENDANG,WNI,Perempuan,11235
2017,DKI Jakarta,JAKARTA BARAT,TAMBORA,JEMBATAN BESI,WNI,Perempuan,16706
2017,DKI Jakarta,JAKARTA BARAT,TAMBORA,ANGKE,WNI,Perempuan,16823
2017,DKI Jakarta,JAKARTA BARAT,TAMBORA,JEMBATAN LIMA,WNI,Perempuan,12041
2017,DKI Jakarta,JAKARTA BARAT,TAMBORA,PEKOJAN,WNI,Perempuan,13290
2017,DKI Jakarta,JAKARTA BARAT,TAMBORA,ROA MALAKA,WNI,Perempuan,1983
2017,DKI Jakarta,JAKARTA BARAT,TAMBORA,DURI SELATAN,WNI,Perempuan,8351
2017,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,KEBON JERUK,WNI,Perempuan,29283
2017,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,SUKABUMI UTARA,WNI,Perempuan,21726
2017,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,SUKABUMI SELATAN,WNI,Perempuan,20888
2017,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,KELAPA DUA,WNI,Perempuan,13283
2017,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,DURI KEPA,WNI,Perempuan,33691
2017,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,KEDOYA UTARA,WNI,Perempuan,25396
2017,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,KEDOYA SELATAN,WNI,Perempuan,17853
2017,DKI Jakarta,JAKARTA BARAT,KALI DERES,KALIDERES,WNI,Perempuan,39573
2017,DKI Jakarta,JAKARTA BARAT,KALI DERES,SEMANAN,WNI,Perempuan,38820
2017,DKI Jakarta,JAKARTA BARAT,KALI DERES,TEGAL ALUR,WNI,Perempuan,46256
2017,DKI Jakarta,JAKARTA BARAT,KALI DERES,KAMAL,WNI,Perempuan,28371
2017,DKI Jakarta,JAKARTA BARAT,KALI DERES,PEGADUNGAN,WNI,Perempuan,40138
2017,DKI Jakarta,JAKARTA BARAT,PALMERAH,PALMERAH,WNI,Perempuan,35304
2017,DKI Jakarta,JAKARTA BARAT,PALMERAH,SLIPI,WNI,Perempuan,9327
2017,DKI Jakarta,JAKARTA BARAT,PALMERAH,KOTA BAMBU UTARA,WNI,Perempuan,14381
2017,DKI Jakarta,JAKARTA BARAT,PALMERAH,JATI PULO,WNI,Perempuan,16569
2017,DKI Jakarta,JAKARTA BARAT,PALMERAH,KEMANGGISAN,WNI,Perempuan,18442
2017,DKI Jakarta,JAKARTA BARAT,PALMERAH,KOTA BAMBU SELATAN,WNI,Perempuan,12223
2017,DKI Jakarta,JAKARTA BARAT,KEMBANGAN,KEMBANGAN UTARA,WNI,Perempuan,29748
2017,DKI Jakarta,JAKARTA BARAT,KEMBANGAN,MERUYA UTARA,WNI,Perempuan,24109
2017,DKI Jakarta,JAKARTA BARAT,KEMBANGAN,MERUYA SELATAN,WNI,Perempuan,17527
2017,DKI Jakarta,JAKARTA BARAT,KEMBANGAN,SRENGSENG,WNI,Perempuan,24620
2017,DKI Jakarta,JAKARTA BARAT,KEMBANGAN,JOGLO,WNI,Perempuan,22545
2017,DKI Jakarta,JAKARTA BARAT,KEMBANGAN,KEMBANGAN SELATAN,WNI,Perempuan,14908
2017,DKI Jakarta,JAKARTA SELATAN,TEBET,TEBET TIMUR,WNI,Perempuan,10843
2017,DKI Jakarta,JAKARTA SELATAN,TEBET,TEBET BARAT,WNI,Perempuan,12528
2017,DKI Jakarta,JAKARTA SELATAN,TEBET,MENTENG DALAM,WNI,Perempuan,21199
2017,DKI Jakarta,JAKARTA SELATAN,TEBET,KEBON BARU,WNI,Perempuan,20771
2017,DKI Jakarta,JAKARTA SELATAN,TEBET,BUKIT DURI,WNI,Perempuan,20582
2017,DKI Jakarta,JAKARTA SELATAN,TEBET,MANGGARAI SELATAN,WNI,Perempuan,13572
2017,DKI Jakarta,JAKARTA SELATAN,TEBET,MANGGARAI,WNI,Perempuan,16967
2017,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,SETIA BUDI,WNI,Perempuan,1783
2017,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,KARET SEMANGGI,WNI,Perempuan,1493
2017,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,KARET KUNINGAN,WNI,Perempuan,9291
2017,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,KARET,WNI,Perempuan,5686
2017,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,MENTENG ATAS,WNI,Perempuan,16456
2017,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,PASAR MANGGIS,WNI,Perempuan,15709
2017,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,GUNTUR,WNI,Perempuan,2360
2017,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,KUNINGAN TIMUR,WNI,Perempuan,3443
2017,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,MAMPANG PRAPATAN,WNI,Perempuan,10755
2017,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,BANGKA,WNI,Perempuan,12318
2017,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,PELA MAMPANG,WNI,Perempuan,25324
2017,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,TEGAL PARANG,WNI,Perempuan,18589
2017,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,KUNINGAN BARAT,WNI,Perempuan,7392
2017,DKI Jakarta,JAKARTA SELATAN,PASAR MINGGU,PASAR MINGGU,WNI,Perempuan,14115
2017,DKI Jakarta,JAKARTA SELATAN,PASAR MINGGU,JATI PADANG,WNI,Perempuan,21532
2017,DKI Jakarta,JAKARTA SELATAN,PASAR MINGGU,CILANDAK TIMUR,WNI,Perempuan,13897
2017,DKI Jakarta,JAKARTA SELATAN,PASAR MINGGU,RAGUNAN,WNI,Perempuan,22379
2017,DKI Jakarta,JAKARTA SELATAN,PASAR MINGGU,PEJATEN TIMUR,WNI,Perempuan,33300
2017,DKI Jakarta,JAKARTA SELATAN,PASAR MINGGU,PEJATEN BARAT,WNI,Perempuan,21259
2017,DKI Jakarta,JAKARTA SELATAN,PASAR MINGGU,KEBAGUSAN,WNI,Perempuan,24766
2017,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA UTARA,WNI,Perempuan,24220
2017,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,WNI,Perempuan,31774
2017,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN LAMA,CIPULIR,WNI,Perempuan,22683
2017,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL UTARA,WNI,Perempuan,24566
2017,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL SELATAN,WNI,Perempuan,25031
2017,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA SELATAN,WNI,Perempuan,23357
2017,DKI Jakarta,JAKARTA SELATAN,CILANDAK,CILANDAK BARAT,WNI,Perempuan,29372
2017,DKI Jakarta,JAKARTA SELATAN,CILANDAK,LEBAK BULUS,WNI,Perempuan,20767
2017,DKI Jakarta,JAKARTA SELATAN,CILANDAK,PONDOK LABU,WNI,Perempuan,25874
2017,DKI Jakarta,JAKARTA SELATAN,CILANDAK,GANDARIA SELATAN,WNI,Perempuan,12654
2017,DKI Jakarta,JAKARTA SELATAN,CILANDAK,CIPETE SELATAN,WNI,Perempuan,15454
2017,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,MELAWAI,WNI,Perempuan,1652
2017,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,GUNUNG,WNI,Perempuan,5346
2017,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,KRAMAT PELA,WNI,Perempuan,8225
2017,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,SELONG,WNI,Perempuan,1754
2017,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,RAWA BARAT,WNI,Perempuan,3275
2017,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,SENAYAN,WNI,Perempuan,1800
2017,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,PULO,WNI,Perempuan,3529
2017,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,PETOGOGAN,WNI,Perempuan,6652
2017,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,GANDARIA UTARA,WNI,Perempuan,22891
2017,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,CIPETE UTARA,WNI,Perempuan,19508
2017,DKI Jakarta,JAKARTA SELATAN,PANCORAN,PANCORAN,WNI,Perempuan,10997
2017,DKI Jakarta,JAKARTA SELATAN,PANCORAN,KALIBATA,WNI,Perempuan,24042
2017,DKI Jakarta,JAKARTA SELATAN,PANCORAN,RAWA JATI,WNI,Perempuan,11084
2017,DKI Jakarta,JAKARTA SELATAN,PANCORAN,DUREN TIGA,WNI,Perempuan,15974
2017,DKI Jakarta,JAKARTA SELATAN,PANCORAN,PENGADEGAN,WNI,Perempuan,11999
2017,DKI Jakarta,JAKARTA SELATAN,PANCORAN,CIKOKO,WNI,Perempuan,6275
2017,DKI Jakarta,JAKARTA SELATAN,JAGAKARSA,JAGAKARSA,WNI,Perempuan,33898
2017,DKI Jakarta,JAKARTA SELATAN,JAGAKARSA,SRENGSENG SAWAH,WNI,Perempuan,31761
2017,DKI Jakarta,JAKARTA SELATAN,JAGAKARSA,CIGANJUR,WNI,Perempuan,20447
2017,DKI Jakarta,JAKARTA SELATAN,JAGAKARSA,LENTENG AGUNG,WNI,Perempuan,29862
2017,DKI Jakarta,JAKARTA SELATAN,JAGAKARSA,TANJUNG BARAT,WNI,Perempuan,22290
2017,DKI Jakarta,JAKARTA SELATAN,JAGAKARSA,CIPEDAK,WNI,Perempuan,20328
2017,DKI Jakarta,JAKARTA SELATAN,PESANGGRAHAN,PESANGGRAHAN,WNI,Perempuan,15554
2017,DKI Jakarta,JAKARTA SELATAN,PESANGGRAHAN,BINTARO,WNI,Perempuan,29387
2017,DKI Jakarta,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN UTARA,WNI,Perempuan,30301
2017,DKI Jakarta,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN SELATAN,WNI,Perempuan,20741
2017,DKI Jakarta,JAKARTA SELATAN,PESANGGRAHAN,ULUJAMI,WNI,Perempuan,22960
2017,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,PISANGAN BARU,WNI,Perempuan,18494
2017,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,UTAN KAYU UTARA,WNI,Perempuan,16388
2017,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,KAYU MANIS,WNI,Perempuan,14968
2017,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,PAL MERIAM,WNI,Perempuan,11738
2017,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,WNI,Perempuan,9672
2017,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,UTAN KAYU SELATAN,WNI,Perempuan,19512
2017,DKI Jakarta,JAKARTA TIMUR,PULO GADUNG,PULO GADUNG,WNI,Perempuan,19333
2017,DKI Jakarta,JAKARTA TIMUR,PULO GADUNG,PISANGAN TIMUR,WNI,Perempuan,24013
2017,DKI Jakarta,JAKARTA TIMUR,PULO GADUNG,CIPINANG,WNI,Perempuan,22970
2017,DKI Jakarta,JAKARTA TIMUR,PULO GADUNG,JATINEGARA KAUM,WNI,Perempuan,13722
2017,DKI Jakarta,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,WNI,Perempuan,22124
2017,DKI Jakarta,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,WNI,Perempuan,23438
2017,DKI Jakarta,JAKARTA TIMUR,PULO GADUNG,JATI,WNI,Perempuan,19314
2017,DKI Jakarta,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,WNI,Perempuan,14941
2017,DKI Jakarta,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,WNI,Perempuan,21732
2017,DKI Jakarta,JAKARTA TIMUR,JATINEGARA,BALI MESTER,WNI,Perempuan,5619
2017,DKI Jakarta,JAKARTA TIMUR,JATINEGARA,RAWA BUNGA,WNI,Perempuan,12498
2017,DKI Jakarta,JAKARTA TIMUR,JATINEGARA,CIPINANG CEMPEDAK,WNI,Perempuan,19141
2017,DKI Jakarta,JAKARTA TIMUR,JATINEGARA,CIPINANG MUARA,WNI,Perempuan,31746
2017,DKI Jakarta,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR SELATAN,WNI,Perempuan,19875
2017,DKI Jakarta,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR UTARA,WNI,Perempuan,27737
2017,DKI Jakarta,JAKARTA TIMUR,KRAMAT JATI,KRAMAT JATI,WNI,Perempuan,19415
2017,DKI Jakarta,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,WNI,Perempuan,24855
2017,DKI Jakarta,JAKARTA TIMUR,KRAMAT JATI,DUKUH,WNI,Perempuan,13887
2017,DKI Jakarta,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,WNI,Perempuan,26773
2017,DKI Jakarta,JAKARTA TIMUR,KRAMAT JATI,BALE KAMBANG,WNI,Perempuan,15780
2017,DKI Jakarta,JAKARTA TIMUR,KRAMAT JATI,CILILITAN,WNI,Perempuan,23169
2017,DKI Jakarta,JAKARTA TIMUR,KRAMAT JATI,CAWANG,WNI,Perempuan,19149
2017,DKI Jakarta,JAKARTA TIMUR,PASAR REBO,GEDONG,WNI,Perempuan,20297
2017,DKI Jakarta,JAKARTA TIMUR,PASAR REBO,BARU,WNI,Perempuan,13150
